id,decision,status,objective,candidateObjective,mapping,originalDomain,domain,question,reason,reference,reviewedAt
"1152","conservar_revisada","verified","1.2","","editorial","Arquitectura y Data Cloud","Arquitectura y Data Cloud","Which service or tool is a Command Line Interface (CLI) client used for connecting to Snowflake to execute SQL queries?","SnowSQL sigue identificando el cliente solicitado; se actualiza su carácter legacy y el estado de SnowCD sin reiniciar contenido.","https://docs.snowflake.com/en/user-guide/snowsql","2026-09-23"
"1153","conservar_revisada","verified","1.6","","editorial","Arquitectura y Data Cloud","Arquitectura y Data Cloud","What Snowflake objects can contain custom application logic written in JavaScript? (Choose two.)","Se distingue contener el handler JavaScript de invocar un procedimiento desde una task; se mantienen las dos respuestas.","https://docs.snowflake.com/en/developer-guide/udf/udf-overview","2026-09-23"
"1154","archivar","archived","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","What is the MINIMUM Snowflake edition required to use the column-level security feature?","Repite la edición mínima para seguridad de columnas. Cubierto por 138; original conservado.","https://docs.snowflake.com/en/user-guide/security-column-level-security.html","2026-09-23"
"1155","corregir","verified","2.1","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","For initial key-pair authentication, what value is assigned to RSA_PUBLIC_KEY using ALTER USER?","RSA_P8_KEY, ENCRYPTED_KEY y RSA_PRIVATE_KEY eran propiedades inventadas. Se comparan cuatro materiales criptográficos reales de la misma configuración.","https://docs.snowflake.com/en/user-guide/key-pair-auth","2026-09-23"
"1156","archivar","archived","","5.2","provisional","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","Secured Data Sharing is allowed for which Snowflake database objects? (Choose two.)","UDTFs también pueden compartirse bajo condiciones; elige dos sin acotar y repite objetos compartibles. Cubierto por 487; original conservado.","https://docs.snowflake.com/en/user-guide/data-sharing-secure.html","2026-09-23"
"1157","archivar","archived","","2.3","provisional","Rendimiento, Consultas y Transformacion","Gestion de cuenta y Gobernanza","What optional properties can a Snowflake user set when creating a virtual warehouse? (Choose two.)","Repite configuración automática de warehouse con cache size y storage size que no son sus propiedades configurables. Cubierto por 996; original conservado.","https://docs.snowflake.com/en/user-guide/warehouses-using.html#modifying-warehouse-properties","2026-09-23"
"1158","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What is the purpose of the use of the VALIDATE command?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/sql-reference/functions/validate.html",""
"1159","archivar","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which function is used to unload a relational table into a JSON file?","Repite OBJECT_CONSTRUCT para preparar JSON y atribuye a la función toda la descarga. Cubierto por 517; original conservado.","https://docs.snowflake.com/en/sql-reference/functions/object_construct.html","2026-09-23"
"1160","archivar","archived","","2.2","provisional","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","How can the ACCESS_HISTORY view in the ACCOUNT_USAGE schema be used to review the data governance settings for an account? (Choose two.)","Repite accesos y modificaciones en ACCESS_HISTORY; la versión conservada incorpora linaje. Cubierto por 956; original conservado.","https://docs.snowflake.com/en/user-guide/access-history.html","2026-09-23"
"1161","archivar","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which command is used to unload data from a Snowflake table into a Snowflake stage?","Repite COPY INTO para descarga a stage. Cubierto por 395; original conservado.","https://docs.snowflake.com/en/sql-reference/sql/copy-into-location.html","2026-09-23"
"1162","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","What should an account administrator do to help a user log into Snowflake, if the user cannot authenticate using Multi-Factor Authentication (MFA)?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/security-mfa.html",""
"1163","apartar","quarantine","","5.2","provisional","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","Which command can be executed from a reader account?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/data-sharing-intro.html",""
"1164","apartar","quarantine","","1.2","provisional","Arquitectura y Data Cloud","Arquitectura y Data Cloud","Which command line parameter value can be pre-specified as an environment variable in SnowSQL?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/snowsql-config.html",""
"1165","corregir","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which staged-file metadata column identifies the source file of each row?","SHOW FILE FORMATS no era una columna de metadatos y SELECT sin FROM era incompleto. Se comparan cuatro columnas hermanas reales.","https://docs.snowflake.com/en/user-guide/querying-metadata","2026-09-23"
"1166","archivar","archived","","4.2","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which Snowflake feature improves the performance of point lookup queries?","Repite Search Optimization para point lookups. Cubierto por 221; original conservado.","https://docs.snowflake.com/en/user-guide/search-optimization-service.html","2026-09-23"
"1167","apartar","quarantine","","2.3","provisional","Arquitectura y Data Cloud","Gestion de cuenta y Gobernanza","What is the impact of selecting one Snowflake edition over another? (Choose two.)","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/intro-editions.html",""
"1168","archivar","archived","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","In a managed access schema, only the schema owner or a role with what privilege can help centralize privilege management?","Repite MANAGE GRANTS y propietario del esquema en managed access. Cubierto por 3063; original conservado.","https://docs.snowflake.com/en/user-guide/security-access-control-privileges.html#managed-access-schemas","2026-09-23"
"1169","conservar_revisada","verified","3.2","","editorial","Rendimiento, Consultas y Transformacion","Carga, Descarga y Conectividad","A Snowflake user wants to design a series of transformations that need to be executed in a specific order, on a given schedule. What Snowflake objects should be used?","Tasks es correcto; se precisa que el orden corresponde al grafo de dependencias y el horario a su raíz.","https://docs.snowflake.com/en/user-guide/tasks-intro","2026-09-23"
"1170","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which command should be used to drop files from an internal or external stage?","Se confirma REMOVE y se distingue eliminar archivos del stage de eliminar objetos o filas de tablas.","https://docs.snowflake.com/en/sql-reference/sql/remove","2026-09-23"
"1171","apartar","quarantine","","1.4","provisional","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","Which parameters can be used together to ensure that a virtual warehouse never has a backlog of queued SQL statements? (Choose two.)","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/sql-reference/parameters.html",""
"1172","archivar","archived","","1.4","provisional","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","What action should be taken if a large number of concurrent queries are queued in a virtual warehouse?","Repite scale-out por concurrencia sin aportar escenario nuevo. Cubierto por 597; original conservado.","https://docs.snowflake.com/en/user-guide/warehouses-multi-cluster.html","2026-09-23"
"1173","corregir","verified","2.2","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which column-protection mechanism integrates with an external service to tokenize and detokenize sensitive values?","External tokenization y tag-based masking eran ambas respuestas válidas. Se pregunta por la integración con el servicio externo y se usan cuatro mecanismos reales de gobierno.","https://docs.snowflake.com/en/user-guide/security-column-intro","2026-09-23"
